drugname_norm,score,rxnorm_name_best,ingredient_name,accepted_by,has_rxnorm_name,stratum
OZEMPIC 0.5MG QW,12.046144485473633,Ozempic,"Ozempic,Pen Injector,Injectable Product,semaglutide,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic],semaglutide 1.34 MG/ML [Ozempic],semaglutide 2.68 MG/ML [Ozempic],semaglutide 0.68 MG/ML [Ozempic],semaglutide Pen Injector [Ozempic],Ozempic Injectable Product,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 2.68 MG/ML Pen Injector,0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector,semaglutide 1.34 MG/ML,semaglutide 2.68 MG/ML,semaglutide 0.68 MG/ML,semaglutide Pen Injector,semaglutide Injectable Product",>=min,TRUE,9.5-10.0
"TRULICITY 1,5MG",12.034219741821289,Trulicity,"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],dulaglutide 1.5 MG/ML [Trulicity],dulaglutide 3 MG/ML [Trulicity],dulaglutide 6 MG/ML [Trulicity],dulaglutide 9 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,0.5 ML dulaglutide 3 MG/ML Auto-Injector,0.5 ML dulaglutide 6 MG/ML Auto-Injector,0.5 ML dulaglutide 9 MG/ML Auto-Injector,dulaglutide 1.5 MG/ML,dulaglutide 3 MG/ML,dulaglutide 6 MG/ML,dulaglutide 9 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
RYBELSUS 7 MG PO DAILY,13.424641609191895,semaglutide 7 MG [Rybelsus],"Rybelsus,Oral Tablet,Oral Product,Pill,semaglutide,semaglutide 7 MG Oral Tablet [Rybelsus],semaglutide 7 MG [Rybelsus],semaglutide Oral Tablet [Rybelsus],Rybelsus Oral Product,Rybelsus Pill,semaglutide 7 MG Oral Tablet,semaglutide 7 MG,semaglutide Oral Tablet,semaglutide Oral Product,semaglutide Pill",>=min,TRUE,9.5-10.0
VICTOZA INJVLST,14.718400955200195,Victoza,"Victoza,Pen Injector,Injectable Product,liraglutide,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],liraglutide 6 MG/ML [Victoza],liraglutide Pen Injector [Victoza],Victoza Injectable Product,3 ML liraglutide 6 MG/ML Pen Injector,liraglutide 6 MG/ML,liraglutide Pen Injector,liraglutide Injectable Product",>=min,TRUE,9.5-10.0
"EXENATIDE PEN, DISPOSABLE DEVICE",16.015384674072266,exenatide Pen Injector,"Byetta,Pen Injector,Injectable Product,exenatide,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],exenatide 0.01 MG/ACTUAT [Byetta],exenatide 0.005 MG/ACTUAT [Byetta],exenatide Pen Injector [Byetta],Byetta Injectable Product,Bydureon Injectable Product,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector,exenatide 0.01 MG/ACTUAT,exenatide 0.005 MG/ACTUAT,exenatide Pen Injector,exenatide Injectable Product",>=min,TRUE,9.5-10.0
TRULICITY INJECTIONS,14.491168645381928,Trulicity Injectable Product,"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],dulaglutide 1.5 MG/ML [Trulicity],dulaglutide 3 MG/ML [Trulicity],dulaglutide 6 MG/ML [Trulicity],dulaglutide 9 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,0.5 ML dulaglutide 3 MG/ML Auto-Injector,0.5 ML dulaglutide 6 MG/ML Auto-Injector,0.5 ML dulaglutide 9 MG/ML Auto-Injector,dulaglutide 1.5 MG/ML,dulaglutide 3 MG/ML,dulaglutide 6 MG/ML,dulaglutide 9 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
SEMAGLUTIDE 0.5 MG,12.070068018436432,semaglutide 0.5 MG/ML,"Wegovy,Auto-Injector,Injectable Product,semaglutide,0.5 ML semaglutide 0.5 MG/ML Auto-Injector [Wegovy],semaglutide 0.5 MG/ML [Wegovy],semaglutide Auto-Injector [Wegovy],Wegovy Injectable Product,0.5 ML semaglutide 0.5 MG/ML Auto-Injector,semaglutide 0.5 MG/ML,semaglutide Auto-Injector,semaglutide Injectable Product",>=min,TRUE,9.5-10.0
"SEMAGLUTIDE (SEMAGLUTIDE 0.5/0.375 ML INJ, SOLN, PEN 1.5ML",23.783628463745117,"0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector","Ozempic,Pen Injector,Injectable Product,semaglutide,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],semaglutide 1.34 MG/ML [Ozempic],semaglutide Pen Injector [Ozempic],Ozempic Injectable Product,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,semaglutide 1.34 MG/ML,semaglutide Pen Injector,semaglutide Injectable Product",>=min,TRUE,9.5-10.0
TRULICITY (1.5/0.5ML PEN INJECTOR),16.20221519047165,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],dulaglutide 1.5 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,dulaglutide 1.5 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
ORAL SEMAGLUTIDE 14MG,13.999113082885742,semaglutide 14 MG,"Rybelsus,Oral Tablet,Oral Product,Pill,semaglutide,semaglutide 14 MG Oral Tablet [Rybelsus],semaglutide 14 MG [Rybelsus],semaglutide Oral Tablet [Rybelsus],Rybelsus Oral Product,Rybelsus Pill,semaglutide 14 MG Oral Tablet,semaglutide 14 MG,semaglutide Oral Tablet,semaglutide Oral Product,semaglutide Pill",>=min,TRUE,9.5-10.0
TRULICITY INJ 0.75/0.5;,14.773561977386475,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],dulaglutide 1.5 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,dulaglutide 1.5 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
VICTOZA S2,12.718400955200195,Victoza,"Victoza,Pen Injector,Injectable Product,liraglutide,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],liraglutide 6 MG/ML [Victoza],liraglutide Pen Injector [Victoza],Victoza Injectable Product,3 ML liraglutide 6 MG/ML Pen Injector,liraglutide 6 MG/ML,liraglutide Pen Injector,liraglutide Injectable Product",>=min,TRUE,9.5-10.0
VICTOZA 1.2MG,12.718400955200195,Victoza,"Victoza,Pen Injector,Injectable Product,liraglutide,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],liraglutide 6 MG/ML [Victoza],liraglutide Pen Injector [Victoza],Victoza Injectable Product,3 ML liraglutide 6 MG/ML Pen Injector,liraglutide 6 MG/ML,liraglutide Pen Injector,liraglutide Injectable Product",>=min,TRUE,9.5-10.0
SEMAGLUTIDE (OZEMPIC ),17.28619815826416,semaglutide Pen Injector [Ozempic],"Ozempic,Pen Injector,Injectable Product,semaglutide,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic],semaglutide 1.34 MG/ML [Ozempic],semaglutide 2.68 MG/ML [Ozempic],semaglutide 0.68 MG/ML [Ozempic],semaglutide Pen Injector [Ozempic],Ozempic Injectable Product,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 2.68 MG/ML Pen Injector,0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector,semaglutide 1.34 MG/ML,semaglutide 2.68 MG/ML,semaglutide 0.68 MG/ML,semaglutide Pen Injector,semaglutide Injectable Product",>=min,TRUE,9.5-10.0
OZEMPIC 2MG/0.75ML,12.046144485473633,Ozempic,"Ozempic,Pen Injector,Injectable Product,semaglutide,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic],semaglutide 1.34 MG/ML [Ozempic],semaglutide 2.68 MG/ML [Ozempic],semaglutide 0.68 MG/ML [Ozempic],semaglutide Pen Injector [Ozempic],Ozempic Injectable Product,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 2.68 MG/ML Pen Injector,0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector,semaglutide 1.34 MG/ML,semaglutide 2.68 MG/ML,semaglutide 0.68 MG/ML,semaglutide Pen Injector,semaglutide Injectable Product",>=min,TRUE,9.5-10.0
TRULICITY 0.75 MG /0.5 ML INJ,15.762113571166992,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],dulaglutide 1.5 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,dulaglutide 1.5 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
SEMAGLUTIDE B,12.885526657104492,semaglutide,semaglutide,>=min,TRUE,9.5-10.0
SOLIQUA,15.077795028686523,Soliqua,"Soliqua,Pen Injector,Injectable Product,lixisenatide,insulin glargine,insulin glargine / lixisenatide,3 ML insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector [Soliqua],insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML [Soliqua],insulin glargine / lixisenatide Pen Injector [Soliqua],Soliqua Injectable Product,3 ML insulin glargine 100 UNT/ML / lixisenatide 0.033 MG/ML Pen Injector,lixisenatide 0.033 MG/ML,insulin glargine 100 UNT/ML,insulin glargine / lixisenatide Pen Injector,insulin glargine / lixisenatide Injectable Product",>=min,TRUE,9.5-10.0
LIRAGLUTID,13.481648445129395,liraglutide,liraglutide,>=min,TRUE,9.5-10.0
TRULICITY,14.034219741821289,Trulicity,"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],dulaglutide 1.5 MG/ML [Trulicity],dulaglutide 3 MG/ML [Trulicity],dulaglutide 6 MG/ML [Trulicity],dulaglutide 9 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,0.5 ML dulaglutide 3 MG/ML Auto-Injector,0.5 ML dulaglutide 6 MG/ML Auto-Injector,0.5 ML dulaglutide 9 MG/ML Auto-Injector,dulaglutide 1.5 MG/ML,dulaglutide 3 MG/ML,dulaglutide 6 MG/ML,dulaglutide 9 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
VICTOZA 18MG/3ML INJECTION,15.511190975930088,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],"Victoza,Pen Injector,Injectable Product,liraglutide,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],liraglutide 6 MG/ML [Victoza],liraglutide Pen Injector [Victoza],Victoza Injectable Product,3 ML liraglutide 6 MG/ML Pen Injector,liraglutide 6 MG/ML,liraglutide Pen Injector,liraglutide Injectable Product",>=min,TRUE,9.5-10.0
TANZEUM PEN-INJECTOR,26.30767822265625,albiglutide Pen Injector [Tanzeum],"Tanzeum,Pen Injector,Injectable Product,albiglutide,0.5 ML albiglutide 60 MG/ML Pen Injector [Tanzeum],0.5 ML albiglutide 100 MG/ML Pen Injector [Tanzeum],albiglutide 60 MG/ML [Tanzeum],albiglutide 100 MG/ML [Tanzeum],albiglutide Pen Injector [Tanzeum],Tanzeum Injectable Product,0.5 ML albiglutide 60 MG/ML Pen Injector,0.5 ML albiglutide 100 MG/ML Pen Injector,albiglutide 60 MG/ML,albiglutide 100 MG/ML,albiglutide Pen Injector,albiglutide Injectable Product",>=min,TRUE,9.5-10.0
EXENATIDE (EXENATIDE) (EXENATIDE),26.46118164,exenatide,exenatide,>=min,TRUE,9.5-10.0
OZEMPIC S/C,14.046144485473633,Ozempic,"Ozempic,Pen Injector,Injectable Product,semaglutide,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic],semaglutide 1.34 MG/ML [Ozempic],semaglutide 2.68 MG/ML [Ozempic],semaglutide 0.68 MG/ML [Ozempic],semaglutide Pen Injector [Ozempic],Ozempic Injectable Product,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 2.68 MG/ML Pen Injector,0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector,semaglutide 1.34 MG/ML,semaglutide 2.68 MG/ML,semaglutide 0.68 MG/ML,semaglutide Pen Injector,semaglutide Injectable Product",>=min,TRUE,9.5-10.0
MOUNJARO SHOT,13.476278305053711,Mounjaro,"Mounjaro,Auto-Injector,Injection,Injectable Product,tirzepatide,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Mounjaro],0.5 ML tirzepatide 30 MG/ML Auto-Injector [Mounjaro],0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro],0.5 ML tirzepatide 20 MG/ML Auto-Injector [Mounjaro],0.5 ML tirzepatide 25 MG/ML Auto-Injector [Mounjaro],0.5 ML tirzepatide 15 MG/ML Auto-Injector [Mounjaro],0.5 ML tirzepatide 15 MG/ML Injection [Mounjaro],0.5 ML tirzepatide 10 MG/ML Injection [Mounjaro],0.5 ML tirzepatide 5 MG/ML Injection [Mounjaro],0.5 ML tirzepatide 30 MG/ML Injection [Mounjaro],0.5 ML tirzepatide 25 MG/ML Injection [Mounjaro],0.5 ML tirzepatide 20 MG/ML Injection [Mounjaro],tirzepatide 10 MG/ML [Mounjaro],tirzepatide 30 MG/ML [Mounjaro],tirzepatide 5 MG/ML [Mounjaro],tirzepatide 20 MG/ML [Mounjaro],tirzepatide 25 MG/ML [Mounjaro],tirzepatide 15 MG/ML [Mounjaro],tirzepatide Auto-Injector [Mounjaro],tirzepatide Injection [Mounjaro],Mounjaro Injectable Product,0.5 ML tirzepatide 10 MG/ML Auto-Injector,0.5 ML tirzepatide 30 MG/ML Auto-Injector,0.5 ML tirzepatide 5 MG/ML Auto-Injector,0.5 ML tirzepatide 20 MG/ML Auto-Injector,0.5 ML tirzepatide 25 MG/ML Auto-Injector,0.5 ML tirzepatide 15 MG/ML Auto-Injector,0.5 ML tirzepatide 15 MG/ML Injection,0.5 ML tirzepatide 10 MG/ML Injection,0.5 ML tirzepatide 5 MG/ML Injection,0.5 ML tirzepatide 30 MG/ML Injection,0.5 ML tirzepatide 25 MG/ML Injection,0.5 ML tirzepatide 20 MG/ML Injection,tirzepatide 10 MG/ML,tirzepatide 30 MG/ML,tirzepatide 5 MG/ML,tirzepatide 20 MG/ML,tirzepatide 25 MG/ML,tirzepatide 15 MG/ML,tirzepatide Auto-Injector,tirzepatide Injection,tirzepatide Injectable Product",>=min,TRUE,9.5-10.0
OZEMPIC 0.25MG SQ WEEKLY,12.046144485473633,Ozempic,"Ozempic,Pen Injector,Injectable Product,semaglutide,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic],semaglutide 1.34 MG/ML [Ozempic],semaglutide 2.68 MG/ML [Ozempic],semaglutide 0.68 MG/ML [Ozempic],semaglutide Pen Injector [Ozempic],Ozempic Injectable Product,0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 1.34 MG/ML Pen Injector,3 ML semaglutide 2.68 MG/ML Pen Injector,0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector,semaglutide 1.34 MG/ML,semaglutide 2.68 MG/ML,semaglutide 0.68 MG/ML,semaglutide Pen Injector,semaglutide Injectable Product",>=min,TRUE,9.5-10.0
OZEMPIC INJ 8MG/3ML,13.829000659399044,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],"Ozempic,Pen Injector,Injectable Product,semaglutide,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],semaglutide 2.68 MG/ML [Ozempic],semaglutide Pen Injector [Ozempic],Ozempic Injectable Product,3 ML semaglutide 2.68 MG/ML Pen Injector,semaglutide 2.68 MG/ML,semaglutide Pen Injector,semaglutide Injectable Product",>=min,TRUE,9.5-10.0
BLINDED SEMAGLUTIDE CT,12.885526657104492,semaglutide,semaglutide,>=min,TRUE,9.5-10.0
TRULICITY INJ 1.5/0.5,13.667341230771067,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],dulaglutide 3 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 3 MG/ML Auto-Injector,dulaglutide 3 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
MOUNJARO 2.5MG/0.5ML INJ,15.140840304424765,0.5 ML tirzepatide 5 MG/ML Injection [Mounjaro],"Mounjaro,Injection,Injectable Product,tirzepatide,0.5 ML tirzepatide 5 MG/ML Injection [Mounjaro],tirzepatide 5 MG/ML [Mounjaro],tirzepatide Injection [Mounjaro],Mounjaro Injectable Product,0.5 ML tirzepatide 5 MG/ML Injection,tirzepatide 5 MG/ML,tirzepatide Injection,tirzepatide Injectable Product",>=min,TRUE,9.5-10.0
DULAGLUTIDE ((MAMMAL/HAMSTER/CHO CELLS)) [DULAGLUTIDE ((MAMMAL/HAMSTER,21.492233408324577,"mammal bone, fossilized","mammal bone, fossilized",>=min,TRUE,9.5-10.0
VICTOZA 18MG/ML,13.87530895,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],"Victoza,Pen Injector,Injectable Product,liraglutide,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],liraglutide 6 MG/ML [Victoza],liraglutide Pen Injector [Victoza],Victoza Injectable Product,3 ML liraglutide 6 MG/ML Pen Injector,liraglutide 6 MG/ML,liraglutide Pen Injector,liraglutide Injectable Product",>=min,TRUE,9.5-10.0
RYBELSUS 7MG TAB,14.41427993774414,semaglutide 7 MG Oral Tablet [Rybelsus],"Rybelsus,Oral Tablet,Oral Product,Pill,semaglutide,semaglutide 7 MG Oral Tablet [Rybelsus],semaglutide 7 MG [Rybelsus],semaglutide Oral Tablet [Rybelsus],Rybelsus Oral Product,Rybelsus Pill,semaglutide 7 MG Oral Tablet,semaglutide 7 MG,semaglutide Oral Tablet,semaglutide Oral Product,semaglutide Pill",>=min,TRUE,9.5-10.0
XULTOPHY SUBCUTANEOUS SOLUTION PEN,15.511920928955078,insulin degludec / liraglutide Pen Injector [Xultophy],"Xultophy,Pen Injector,Injectable Product,insulin degludec,liraglutide,insulin degludec / liraglutide,3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy],insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML [Xultophy],insulin degludec / liraglutide Pen Injector [Xultophy],Xultophy Injectable Product,3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector,insulin degludec 100 UNT/ML,liraglutide 3.6 MG/ML,insulin degludec / liraglutide Pen Injector,insulin degludec / liraglutide Injectable Product",>=min,TRUE,9.5-10.0
VICTOZA 18 MG/3ML PEN-INJECTOR,25.32092657184601,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],"Victoza,Pen Injector,Injectable Product,liraglutide,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],liraglutide 6 MG/ML [Victoza],liraglutide Pen Injector [Victoza],Victoza Injectable Product,3 ML liraglutide 6 MG/ML Pen Injector,liraglutide 6 MG/ML,liraglutide Pen Injector,liraglutide Injectable Product",>=min,TRUE,9.5-10.0
DULAGLUTIDE 0.75 MG,12.405456708212377,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],dulaglutide 1.5 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,dulaglutide 1.5 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
TRULICITY 1.5MG/.5ML,12.945055344242506,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],dulaglutide 1.5 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,dulaglutide 1.5 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
LIXISENATIDE,13.787429809570312,lixisenatide,lixisenatide,>=min,TRUE,9.5-10.0
RYBELSUS,14.149604797363281,Rybelsus,"Rybelsus,Oral Tablet,Oral Product,Pill,semaglutide,semaglutide 14 MG Oral Tablet [Rybelsus],semaglutide 3 MG Oral Tablet [Rybelsus],semaglutide 7 MG Oral Tablet [Rybelsus],semaglutide 1.5 MG Oral Tablet [Rybelsus],semaglutide 4 MG Oral Tablet [Rybelsus],semaglutide 9 MG Oral Tablet [Rybelsus],semaglutide 14 MG [Rybelsus],semaglutide 3 MG [Rybelsus],semaglutide 7 MG [Rybelsus],semaglutide 1.5 MG [Rybelsus],semaglutide 4 MG [Rybelsus],semaglutide 9 MG [Rybelsus],semaglutide Oral Tablet [Rybelsus],Rybelsus Oral Product,Rybelsus Pill,semaglutide 14 MG Oral Tablet,semaglutide 3 MG Oral Tablet,semaglutide 7 MG Oral Tablet,semaglutide 1.5 MG Oral Tablet,semaglutide 4 MG Oral Tablet,semaglutide 9 MG Oral Tablet,semaglutide 14 MG,semaglutide 3 MG,semaglutide 7 MG,semaglutide 1.5 MG,semaglutide 4 MG,semaglutide 9 MG,semaglutide Oral Tablet,semaglutide Oral Product,semaglutide Pill",>=min,TRUE,9.5-10.0
DULAGLUTIDE (GENETICAL RECOMBINATION),14.229585266113281,burosumab,burosumab,>=min,TRUE,9.5-10.0
VICTOZA 2-PAK,17.158644930521646,Epipen,"Epipen,Auto-Injector,Injectable Product,epinephrine,NDA019430 0.3 ML epinephrine 1 MG/ML Auto-Injector [Epipen],NDA019430 0.3 ML epinephrine 0.5 MG/ML Auto-Injector [Epipen],epinephrine 1 MG/ML [Epipen],epinephrine 0.5 MG/ML [Epipen],epinephrine Auto-Injector [Epipen],Epipen Injectable Product,NDA019430 0.3 ML epinephrine 1 MG/ML Auto-Injector,NDA019430 0.3 ML epinephrine 0.5 MG/ML Auto-Injector,epinephrine 1 MG/ML,epinephrine 0.5 MG/ML,epinephrine Auto-Injector,epinephrine Injectable Product",>=min,TRUE,9.5-10.0
DULAGLUTIDE [DULAGLUTIDE],20.22308349609375,dulaglutide,dulaglutide,>=min,TRUE,9.5-10.0
"METOPROL SUC ER, VICTOZA",14.718400955200195,Victoza,"Victoza,Pen Injector,Injectable Product,liraglutide,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],liraglutide 6 MG/ML [Victoza],liraglutide Pen Injector [Victoza],Victoza Injectable Product,3 ML liraglutide 6 MG/ML Pen Injector,liraglutide 6 MG/ML,liraglutide Pen Injector,liraglutide Injectable Product",>=min,TRUE,9.5-10.0
TRULICITY 4.5MG/0.5ML INJECT 4.5MG SUBQ QWEEKLY,17.821542739868164,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],"Trulicity,Auto-Injector,Injectable Product,dulaglutide,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],dulaglutide 9 MG/ML [Trulicity],dulaglutide Auto-Injector [Trulicity],Trulicity Injectable Product,0.5 ML dulaglutide 9 MG/ML Auto-Injector,dulaglutide 9 MG/ML,dulaglutide Auto-Injector,dulaglutide Injectable Product",>=min,TRUE,9.5-10.0
